# # masses,tags,x,y,z,vx,vy,vz,ax,ay,az
1.988999999999999902e+30,1.000000000000000000e+00,-3.785240459459685953e+05,-2.424266512296719302e+05,0.000000000000000000e+00,4.820024793295788618e-02,-7.541708297482557777e-02,0.000000000000000000e+00,1.499084804497866005e-08,9.564596651838426700e-09,0.000000000000000000e+00
5.972000000000000327e+24,2.000000000000000000e+00,1.260690434337795410e+11,8.074122727659365845e+10,0.000000000000000000e+00,-1.605329757847509791e+04,2.511798024730884572e+04,0.000000000000000000e+00,-4.992765700177922289e-03,-3.185529594860453742e-03,0.000000000000000000e+00
