# # masses,tags,x,y,z,vx,vy,vz,ax,ay,az
1.000000000000000056e-01,0.000000000000000000e+00,-1.621803890672298409e-01,7.721545033210353015e-01,1.402299851305484291e+00,-4.654377790356088035e-02,5.819031592892259797e-01,2.415202699405364140e+00,4.026733255367461184e-01,-7.095660822433805803e-01,-1.864562914215583289e+00
1.000000000000000056e-01,1.000000000000000000e+00,-7.213443399485659491e-01,-6.665568373759497289e-01,1.064565605448130725e+00,-6.923373594078279236e-01,-1.921624683877013740e-01,1.380244925146332513e-01,1.132118653400619346e+00,1.258702891949966762e+00,-1.138386267749816660e+00
1.000000000000000056e-01,2.000000000000000000e+00,-2.555704812263912107e+00,-6.300822021522817229e-01,-1.733342342079347898e+00,1.042375777073617282e+00,-1.360057628644385952e+00,-8.499121496786310459e-01,7.898643879726472417e-01,1.798734293824311992e-01,5.827345538125651148e-01
1.000000000000000056e-01,3.000000000000000000e+00,5.569778390049114070e-02,-2.451067369295951148e-01,9.238984939444635502e-01,1.094333576727920976e+00,-6.674698546149299139e-02,-1.217320135670784259e-01,-1.422243199319503104e-01,2.269393506277838368e-01,-1.824507738458159167e+00
1.000000000000000056e-01,4.000000000000000000e+00,8.174091862819956589e-01,-8.095730553113488215e-01,-5.350230088328560285e-01,1.346492443808349426e+00,1.354197188526085727e+00,3.682294119881115990e-01,-7.536036347942161040e-01,1.235977149882873993e+00,9.047533327797117053e-01
1.000000000000000056e-01,5.000000000000000000e+00,-2.252597062174097164e+00,-1.373076186996578407e+00,-1.978994986121699329e-01,-8.616694290988201610e-01,1.217445292497306264e+00,-8.939404724601314189e-01,9.891221955199722693e-01,6.437787286931202502e-01,-1.868414709321972178e-02
1.000000000000000056e-01,6.000000000000000000e+00,6.045949535324476320e-01,1.194632129393712328e+00,4.906792545954063445e-01,-2.511460150378216571e+00,5.860737510259244054e-01,1.443240673854099487e+00,-4.937887646818456266e-01,-1.963919995920127670e+00,-1.266514128473350320e+00
1.000000000000000056e-01,7.000000000000000000e+00,-8.425738265126384713e-03,-5.019737145920122323e-01,6.123073743950379066e-01,-3.854663236573230289e-01,-5.887146598793424612e-01,1.981580681391292842e+00,2.215070324785513023e-01,1.311067207173192806e+00,-4.795443309266586018e-01
1.000000000000000056e-01,8.000000000000000000e+00,9.252622572515211141e-01,1.519209558289205786e+00,-1.627408838815820880e-01,2.862169879475028322e-01,-1.373542540732165806e-03,-1.170695933731355831e+00,-1.386762232095680503e+00,-2.016033628159273672e+00,9.499577944286602404e-01
1.000000000000000056e-01,9.000000000000000000e+00,-6.233888445203127349e-01,1.298017337331708876e-01,-5.765369870704546429e-01,-1.620227196786410806e+00,1.002143056950626498e-01,-1.259855028429703649e+00,1.135932132303234976e+00,-5.345286141271267111e-01,9.523672690543902863e-01
1.000000000000000056e-01,1.000000000000000000e+01,4.035821608843086494e-01,-5.811485425490396928e-01,8.481171083392706755e-01,-7.382496651860102066e-01,-1.290461943807563072e+00,1.422825854671059542e-01,-1.127892895540926643e+00,1.415437832884767433e+00,-1.429846407714334244e+00
1.000000000000000056e-01,1.100000000000000000e+01,-6.329189473437415447e-01,-1.129231721215120166e+00,1.013996951580974082e-01,1.336164555854575164e+00,-1.419668779998452424e+00,9.475192493725541620e-01,9.410225457552137129e-01,1.716120413647247211e+00,1.095563171518855600e-01
1.000000000000000056e-01,1.200000000000000000e+01,-1.915288766263059661e-01,8.940202434985847768e-01,-1.495155321517335212e-01,1.131849730220123362e+00,-4.732127253898582575e-01,1.853458234633473145e+00,1.146172430720413749e+00,-8.094735359161607802e-01,1.223047882930759389e+00
1.000000000000000056e-01,1.300000000000000000e+01,3.115409008612652908e-01,1.056009418686754353e+00,-3.180972032944552330e-01,-1.588522439039792566e-01,8.439677602239985532e-01,2.246534638868692008e-02,-7.972628480281578056e-02,-7.536379059565055938e-01,1.491244683052699749e+00
1.000000000000000056e-01,1.400000000000000000e+01,1.516890994191843201e-01,-4.968715933011937785e-02,4.548651277786717184e-01,9.853856151771561711e-03,-2.019500906666920337e-01,4.113529395953299111e-02,-3.943989666184195553e-01,2.923350749927826064e-01,-4.303873111990422218e-01
1.000000000000000056e-01,1.500000000000000000e+01,-5.911809580542127796e-01,-4.928919855462481348e-01,-1.963864018815201784e-01,-5.608807459493995173e-01,-7.693036466437580545e-01,5.112713969405376924e-01,1.543140302362026706e+00,7.482869486957158811e-01,1.317494474664749893e-01
1.000000000000000056e-01,1.600000000000000000e+01,-3.685704561356147879e-01,-5.071290781083921395e-01,-5.884573635573387973e-01,3.192808575750275685e-02,8.643371318984751639e-01,1.298223077502318912e+00,1.194782224158557504e+00,1.688514965075718965e+00,2.056049757716095439e+00
1.000000000000000056e-01,1.700000000000000000e+01,-7.968783621307312659e-01,-1.311302202899635949e+00,-1.039259365856350703e+00,5.845020441789521293e-01,6.281731470411118234e-01,-1.545337377678475566e+00,5.492056320608765807e-01,1.048254772679096281e+00,8.239074516116640101e-01
1.000000000000000056e-01,1.800000000000000000e+01,1.236063427395298620e+00,2.016254414886921309e-01,3.157566785773372464e-01,-1.496057628788781235e+00,2.186587004728951511e-01,8.209811062200892406e-01,-3.148153593431150643e+00,4.350353255093795668e-01,-1.741593733325784710e+00
1.000000000000000056e-01,1.900000000000000000e+01,5.280766323829939601e-01,5.375139552381579255e-01,-4.902596818596071104e-01,1.150201532751670364e+00,7.008171690951492394e-01,8.633301639674361150e-01,-6.649655466613425547e-01,-5.853446594252247337e-01,2.135105110580268306e+00
1.000000000000000056e-01,2.000000000000000000e+01,-7.600627054018216366e-01,8.346126296179996462e-01,1.040346286233501338e+00,5.501941816652290429e-01,-2.446668966726267269e-01,1.356429720831539232e+00,1.364193309072468718e+00,-1.010314281209848675e+00,-9.732291052103346773e-01
1.000000000000000056e-01,2.100000000000000000e+01,1.371632529842164994e-01,-6.408488243966596887e-01,-1.302938855521714512e+00,-1.777589738294181876e+00,5.590306697780321743e-01,1.398237835259887388e-02,-6.022800408178742571e-02,7.119592437293462694e-01,1.471097977991598693e+00
1.000000000000000056e-01,2.200000000000000000e+01,-1.591264447133886595e+00,8.954998046986371030e-01,8.849836164526379001e-01,-1.813418621431336919e-01,-1.764449875507308141e+00,3.193022511584209244e-05,6.680776693301889724e-01,-5.640192662881738928e-01,-7.660238835413588632e-01
1.000000000000000056e-01,2.300000000000000000e+01,7.423881066209837565e-01,1.037019882145062244e+00,1.299893196216011626e+00,6.470059501995608642e-01,-3.529962562761096989e-01,-1.315746566648629434e+00,-1.090344847988314436e+00,-1.007429215244978193e+00,-1.973246762749497174e+00
1.000000000000000056e-01,2.400000000000000000e+01,5.195612957927995268e-01,3.243923673261064206e-02,-1.034055055751165630e+00,3.798495274100507912e-01,-5.911684667581377228e-01,1.738375368340373539e+00,-5.043817874259398648e-01,-6.417834760208609469e-03,2.024795837073622540e+00
1.000000000000000056e-01,2.500000000000000000e+01,1.379991997422150007e-01,-6.734000250359899464e-01,-1.794811885756114056e-01,8.736172687524537128e-01,9.669078921140044081e-01,-1.650390517000481783e+00,-1.756247166268979365e-01,1.174759752935289336e+00,6.676102430410867372e-01
1.000000000000000056e-01,2.600000000000000000e+01,-1.175481172314081890e+00,-2.835642493202342185e-01,-1.341437991987873612e+00,3.210438894595303849e-01,5.348680822531193257e-01,-7.146032455686183171e-01,7.619812259013269973e-01,4.173996596679565574e-01,1.213617992690064318e+00
