# # masses,tags,x,y,z,vx,vy,vz,ax,ay,az
1.000000000000000056e-01,0.000000000000000000e+00,-1.646216627671930610e-01,8.734352373473119879e-01,1.852594819007825189e+00,1.952661277361073672e-02,4.178628049079365914e-01,2.077655694794259933e+00,2.518717252918190042e-01,-8.511647096025810599e-01,-1.617915455727593432e+00
1.000000000000000056e-01,1.000000000000000000e+00,-8.343581183752655228e-01,-6.818521771226023764e-01,1.069211278048574076e+00,-4.063572099552436034e-01,4.625816340085484729e-02,-1.062638673413293655e-01,1.635818585583634688e+00,1.123898027619172346e+00,-1.218310406185075800e+00
1.000000000000000056e-01,2.000000000000000000e+00,-2.333096655717642243e+00,-8.981870009609500549e-01,-1.892141319424107015e+00,1.187129264236902237e+00,-1.316299763243063747e+00,-7.317848674314534341e-01,6.730991118327942502e-01,2.551803152530649488e-01,5.954906664836162600e-01
1.000000000000000056e-01,3.000000000000000000e+00,2.646012727110876872e-01,-2.578438328271547286e-01,8.656247596181468884e-01,9.586809076035697208e-01,-5.193222411306091385e-02,-4.617854486463018326e-01,-9.852119016165449272e-01,3.574040552475017951e-01,-1.485654802738646696e+00
1.000000000000000056e-01,4.000000000000000000e+00,1.070766538233289600e+00,-5.147208712441483369e-01,-4.435722992261932340e-01,1.167257684597555745e+00,1.608415038566558541e+00,5.614467381511335509e-01,-1.073754266592901185e+00,1.272755194477855012e+00,1.075710150367047646e+00
1.000000000000000056e-01,5.000000000000000000e+00,-2.405855682004217400e+00,-1.118032501493110509e+00,-3.772527843023975036e-01,-6.562459387626254914e-01,1.336050294944469696e+00,-9.020152375127767908e-01,1.123984850596045248e+00,5.449580932396078659e-01,-6.891823811328401383e-02
1.000000000000000056e-01,6.000000000000000000e+00,9.942013503475992386e-02,1.270882376668670766e+00,7.629007411161704555e-01,-2.495109399444795262e+00,1.382527311343903498e-01,1.287088413388641550e+00,7.749637619865937799e-01,-2.285528478550105547e+00,-7.427062283252235941e-01
1.000000000000000056e-01,7.000000000000000000e+00,-7.939830233096957512e-02,-5.942004072757806066e-01,9.922407980797808280e-01,-3.130132288225240811e-01,-3.074966130172045453e-01,1.779217261261282879e+00,3.845513046456785489e-01,1.665818896460393939e+00,-1.148388244731717078e+00
1.000000000000000056e-01,8.000000000000000000e+00,9.579898579158466765e-01,1.481117809856091094e+00,-3.793867016057728692e-01,3.826856802813431713e-02,-3.949972145770443976e-01,-9.860475951823833851e-01,-1.099311902960774745e+00,-1.894169079915951404e+00,9.699567692898884985e-01
1.000000000000000056e-01,9.000000000000000000e+00,-9.287573979732047791e-01,1.397085522429810378e-01,-8.120197754416189628e-01,-1.440920518953632934e+00,-1.132002302272657607e-02,-1.096511044149764080e+00,6.760394346484875916e-01,-6.692137627126241162e-01,6.776083702335112813e-01
1.000000000000000056e-01,1.000000000000000000e+01,2.334847106067856060e-01,-8.079865820997519377e-01,8.509095807380748777e-01,-9.665346999404249573e-01,-9.376612383624322034e-01,-1.195276610389120753e-01,-9.002865387080616344e-01,2.076963213598018054e+00,-1.205644993579398694e+00
1.000000000000000056e-01,1.100000000000000000e+01,-3.515224233869804760e-01,-1.378458349920267612e+00,2.934436771271699551e-01,1.467073385504342964e+00,-1.048986232254182083e+00,9.753653914170467010e-01,4.378738089605052064e-01,1.902630644716105435e+00,1.538819900239575822e-01
1.000000000000000056e-01,1.200000000000000000e+01,4.861769286002617235e-02,7.829858499057968935e-01,2.369503789008985117e-01,1.280314069281569767e+00,-6.614588883227332516e-01,1.969049337577418513e+00,1.018918570299767623e+00,-1.166133710753914476e+00,5.960337668741664402e-02
1.000000000000000056e-01,1.300000000000000000e+01,2.843653476594270035e-01,1.229529008266119883e+00,-3.070047047701895404e-01,-2.336319360443955273e-01,8.644252398840094331e-01,-3.272471968384765284e-01,-4.425922997188810548e+00,-4.296213305614313249e+00,-1.191607342618197052e+01
1.000000000000000056e-01,1.400000000000000000e+01,1.434322027403263367e-01,-8.265159756273160463e-02,4.564439013307354243e-01,-1.132988032057821309e-01,-1.166703847651208714e-01,-2.842853045537747231e-02,-8.592507575216055127e-01,5.027805101972330215e-01,-3.898049702735146838e-01
1.000000000000000056e-01,1.500000000000000000e+01,-6.745897850924604811e-01,-6.297755536115657859e-01,-8.904346609825038172e-02,-2.629614469718201675e-01,-5.757265118488092970e-01,5.801845206657063603e-01,1.401478073085536957e+00,1.148599492390463661e+00,5.521574026695570403e-01
1.000000000000000056e-01,1.600000000000000000e+01,-3.372495211200011722e-01,-3.092798627113956256e-01,-2.978731593281293000e-01,3.005640494515453565e-01,1.092562709001993815e+00,1.586416153035132393e+00,1.411660064749100219e+00,7.482881579182846243e-01,1.031695379228977805e+00
1.000000000000000056e-01,1.700000000000000000e+01,-6.709627278252544569e-01,-1.166435250263730516e+00,-1.332358764789752570e+00,6.738368665154474968e-01,8.290462033179766266e-01,-1.376298990959810675e+00,3.840121467105282460e-01,9.982791221311829721e-01,8.574995903902489225e-01
1.000000000000000056e-01,1.800000000000000000e+01,8.867166576918454890e-01,2.381972018103611644e-01,4.373031255653767047e-01,-1.942734957865699608e+00,1.147666208571753860e-01,4.196847504252667616e-01,-1.430427449834655862e+00,-2.911348034280933361e-01,-1.164629291554756252e+00
1.000000000000000056e-01,1.900000000000000000e+01,7.431814613983339646e-01,6.658001633050403267e-01,-2.789824169153575784e-01,9.883756871946618450e-01,5.807810019417889436e-01,1.267374018076267372e+00,-8.126800016571286145e-01,-4.527176481057305080e-01,2.074911636599923170e+00
1.000000000000000056e-01,2.000000000000000000e+01,-6.260455574843608595e-01,7.665864769998695927e-01,1.293098488565762594e+00,7.952470446462115428e-01,-4.435410708246619871e-01,1.160136369449261906e+00,1.146081238433855454e+00,-9.621797453314827608e-01,-1.014110847103290691e+00
1.000000000000000056e-01,2.100000000000000000e+01,-2.187381965840814457e-01,-5.156410394701919087e-01,-1.273624977553679649e+00,-1.777111181004283225e+00,6.970602466942601438e-01,2.800122189633492686e-01,8.345336589063848121e-02,6.291988009422080363e-01,1.118446903078449850e+00
1.000000000000000056e-01,2.200000000000000000e+01,-1.618291586235872659e+00,5.368720744970669756e-01,8.724593052912523738e-01,-8.793676907796382780e-02,-1.796976325568080401e+00,-1.101421529916098152e-01,5.665892375401606618e-01,1.735436649834867229e-01,-2.118879812030259602e-01
1.000000000000000056e-01,2.300000000000000000e+01,8.440773883800113397e-01,9.415869152122813279e-01,9.952883223959292369e-01,2.982474216043602966e-01,-6.372281095579134247e-01,-1.740849194302653391e+00,-2.316246093117134031e+00,-1.449755504215724855e+00,-1.656793753727581420e+00
1.000000000000000056e-01,2.400000000000000000e+01,5.847768120113494561e-01,-8.299471938299361751e-02,-6.439175431096696434e-01,2.587081640298753427e-01,-5.419780141526442385e-01,2.209504861392108666e+00,-7.531676058947348595e-01,5.361978703663544676e-01,2.660006353155526249e+00
1.000000000000000056e-01,2.500000000000000000e+01,3.074517721846348750e-01,-4.508020945149951997e-01,-4.938255397941252456e-01,8.176737319353278854e-01,1.297850019941548805e+00,-1.459833313782310293e+00,-1.843802617481811179e-01,1.875286031809649590e+00,1.361627529010025039e+00
1.000000000000000056e-01,2.600000000000000000e+01,-1.097044110733512490e+00,-1.702676918314516286e-01,-1.460968416276569037e+00,4.703860324668858173e-01,5.938209591599223902e-01,-4.671893753768079360e-01,7.483254068325455588e-01,1.954622032163898515e-01,1.252188896289130327e+00
1.000000000000000056e-01,2.700000000000000000e+01,5.881160330926283875e-01,4.256790256323143840e-02,-3.215901244771661172e-01,3.290739550380991640e-01,1.012194309057920405e+00,1.379236653921341427e+00,-1.336303877740630419e+00,7.748591671798541469e-01,1.393348507208250320e+00
1.000000000000000056e-01,2.800000000000000000e+01,-2.120559788610966834e+00,9.116039513848066267e-02,1.978064407617288190e-01,-1.575238155647762150e+00,7.865713927483388712e-01,-1.386406029109082949e+00,1.542620876644158923e+00,2.866660326586337182e-01,-4.663605280918716595e-02
