# # masses,tags,x,y,z,vx,vy,vz,ax,ay,az
1.000000000000000056e-01,0.000000000000000000e+00,-1.565214376598428603e-01,9.421146704151124318e-01,2.238595693077507942e+00,6.111526138033962496e-02,2.688503288784647727e-01,1.775723014302935221e+00,1.765858429650044858e-01,-6.413511597427046240e-01,-1.376258802191805408e+00
1.000000000000000056e-01,1.000000000000000000e+00,-8.839673291520334653e-01,-6.518027471014198326e-01,1.026202341800536821e+00,-7.380912067875312899e-02,2.631324982486986652e-01,-3.273796697064784156e-01,1.634709751947012624e+00,1.060570866194989081e+00,-1.000760517649641690e+00
1.000000000000000056e-01,2.000000000000000000e+00,-2.083443323268677094e+00,-1.156059779118124853e+00,-2.027150163924580362e+00,1.313089812807257895e+00,-1.256790555231159123e+00,-6.122856784314764100e-01,5.936009257976253561e-01,3.346029431400078247e-01,5.971000315819042781e-01
1.000000000000000056e-01,3.000000000000000000e+00,4.356166369600470434e-01,-2.576909682250548284e-01,7.451766842703951843e-01,7.168881211797731856e-01,5.163846324858251124e-02,-7.530191544319059238e-01,-1.752204596068907660e+00,1.259265084735557427e-01,-1.245525044203193765e+00
1.000000000000000056e-01,4.000000000000000000e+00,1.280398503897724360e+00,-1.707088170785584225e-01,-3.064110858937133530e-01,9.004620103043446955e-01,1.828246904593198829e+00,8.575912485908664395e-01,-1.513152963283174612e+00,8.577732549464905931e-01,2.047392241506281074e+00
1.000000000000000056e-01,5.000000000000000000e+00,-2.514404477055555809e+00,-8.426073248466690035e-01,-5.575292994075923270e-01,-4.205541589384495516e-01,1.412074825329887373e+00,-8.897199824281417646e-01,1.079187948638853145e+00,2.743302089855962356e-01,1.946467815606201246e-01
1.000000000000000056e-01,6.000000000000000000e+00,-3.823216294747353583e-01,1.261093740743158609e+00,1.004886564568669316e+00,-2.310263930189038639e+00,-2.326076664927730075e-01,1.124964119446484334e+00,9.431242413746782072e-01,-1.583467297426775389e+00,-7.833295714198081905e-01
1.000000000000000056e-01,7.000000000000000000e+00,-1.291635263547920298e-01,-6.105151906669434858e-01,1.321814508981827840e+00,-1.679961252880171618e-01,1.515200174142377898e-01,1.435836797644050700e+00,6.084194595989094179e-01,1.596679536496083740e+00,-2.222532842277332055e+00
1.000000000000000056e-01,8.000000000000000000e+00,9.467439790821703394e-01,1.368179441784112216e+00,-5.551454376125121160e-01,-1.505975655703621907e-01,-7.374347605381554871e-01,-7.416115612856080119e-01,-8.136499382745729925e-01,-1.483668911466952567e+00,1.469696832492579874e+00
1.000000000000000056e-01,9.000000000000000000e+00,-1.203873429277857010e+00,1.216587555316362562e-01,-1.019178132157335881e+00,-1.288933230816043052e+00,-1.874643758995362397e-01,-9.681280931177564941e-01,1.032804825778109503e+00,-9.309816599204820964e-01,6.680585144085369187e-01
1.000000000000000056e-01,1.000000000000000000e+01,3.126072963041902353e-02,-9.521716617018801676e-01,8.055364995341554035e-01,-1.033553080446611983e+00,-4.803444838555332996e-01,-3.325385340025015513e-01,-1.172983737826568534e-01,2.056531406969018594e+00,-9.475764831300368396e-01
1.000000000000000056e-01,1.100000000000000000e+01,-5.191646154529911544e-02,-1.550758996991617344e+00,4.911892357913880125e-01,1.515630468823563337e+00,-6.439305590682916636e-01,9.991642140814670503e-01,-4.599001105833574327e-02,2.172378295299996154e+00,4.842530056669171884e-02
1.000000000000000056e-01,1.200000000000000000e+01,3.285901668220697625e-01,6.255118781128112815e-01,6.311029635036538021e-01,1.543016862669436051e+00,-9.497176081636651279e-01,1.961008024614919965e+00,1.401982357946346847e+00,-1.861467877616065136e+00,-4.618287615980356531e-01
