# # masses,tags,x,y,z,vx,vy,vz,ax,ay,az
1.000000000000000056e-01,0.000000000000000000e+00,-1.195685248521601990e-01,1.007644725221867654e+00,2.856045572162254853e+00,1.242434134850285837e-01,6.985435141490306532e-02,1.329367310880678721e+00,1.544258245213033787e-01,-3.908239314694531563e-01,-9.348384412962073009e-01
1.000000000000000056e-01,1.000000000000000000e+00,-7.908674823725999614e-01,-4.668110886312544228e-01,8.239091251416198469e-01,5.528586992462962701e-01,6.551782330122422060e-01,-6.835382814617442238e-01,1.654483862306054487e+00,7.692039573524788176e-01,-8.603087572907227587e-01
1.000000000000000056e-01,2.000000000000000000e+00,-1.515926919642065496e+00,-1.631022839234938404e+00,-2.224774046989728138e+00,1.515150508704417254e+00,-1.118179321983590047e+00,-3.597352922637196970e-01,3.320394869946745597e-01,2.970155602116416049e-01,7.606087287630641791e-01
1.000000000000000056e-01,3.000000000000000000e+00,4.845679642891529415e-01,-2.066078705404088556e-01,2.242014677245245668e-01,-1.229082312466676929e-01,6.319528423003339945e-01,-1.816029870916462174e+00,-1.920406853728431340e+00,3.728813207973535437e+00,1.414029608806326443e-01
1.000000000000000056e-01,4.000000000000000000e+00,1.512952385308558911e+00,5.279606944473341779e-01,2.141137879085857343e-01,2.014594159704114762e-01,1.455344623556970696e+00,1.550577770286973411e+00,-1.960270255754522184e+00,-1.891364078171886121e+00,-8.435025485292142744e-02
1.000000000000000056e-01,5.000000000000000000e+00,-2.606799595221226173e+00,-2.576341408281457857e-01,-8.946361613106313948e-01,-4.185198729042084731e-02,1.511720700860759603e+00,-7.871705025041930703e-01,8.976009247863480089e-01,2.177266454088058467e-01,2.994278199261325990e-01
1.000000000000000056e-01,6.000000000000000000e+00,-1.231209771677774123e+00,1.067689318676541932e+00,1.394361734745339199e+00,-1.924250558465717464e+00,-6.872557467322822911e-01,8.179401712731767526e-01,9.362250617319655133e-01,-7.174985523510655216e-01,-7.083210956087124810e-01
1.000000000000000056e-01,7.000000000000000000e+00,-1.502805518375045224e-01,-4.454633449805804890e-01,1.747108697622201889e+00,9.764715400108500698e-02,6.453031768375531163e-01,6.545271154289553639e-01,7.817631469418355739e-01,7.176865949499195985e-01,-2.040346733293911363e+00
1.000000000000000056e-01,8.000000000000000000e+00,8.233505242743963670e-01,9.766524409944604690e-01,-7.287317710733248743e-01,-4.857506618233348172e-01,-1.216550102662468991e+00,-1.072072045482707764e-01,-8.871742299494069783e-01,-1.225530566429047674e+00,1.568193252200115850e+00
1.000000000000000056e-01,9.000000000000000000e+00,-1.616472090185834709e+00,-9.002732619553992580e-04,-1.350141292451949582e+00,-7.497981625524207105e-01,-3.742495984191724911e-01,-6.615209540025066559e-01,1.249409415064934414e+00,-9.223528113559878450e-02,9.098643849061781586e-01
1.000000000000000056e-01,1.000000000000000000e+01,-3.485280064459599370e-01,-1.022063182611682164e+00,6.066703281560219541e-01,-8.090885275135030197e-01,1.854258346388118206e-01,-6.377992509582284253e-01,6.705654120828772324e-01,2.098166854736270182e+00,-6.321987627324755499e-01
1.000000000000000056e-01,1.100000000000000000e+01,4.909298359531094613e-01,-1.617064790834848775e+00,8.731648199726232962e-01,9.268713881258555665e-01,3.822656364352153835e-01,6.992234465655281506e-01,-3.950271684935951377e+00,1.786789909092154405e+00,-4.139541235945765507e+00
1.000000000000000056e-01,1.200000000000000000e+01,8.501506513066088289e-01,1.832348581521594244e-01,1.266077499109479643e+00,9.800425376017963819e-01,-1.199297449071148991e+00,1.008365716776980836e+00,-1.768211569084804147e+00,1.277537815076086603e-01,-2.478442869180756070e+00
1.000000000000000056e-01,1.300000000000000000e+01,4.724676107824739013e-01,9.323126200762155147e-01,-3.723488863714362052e-01,4.940752968614002261e-01,-1.016640716982731396e+00,3.798588955918166254e-01,3.952188242043367383e-01,-1.410689557741542366e+00,1.263745527737690999e+00
1.000000000000000056e-01,1.400000000000000000e+01,-2.225651872290206057e-02,-1.558193804320931464e-01,2.502389946743709959e-01,-3.715576229564876987e-01,6.466996145620069747e-01,-4.579771113248184422e-01,-1.327352904358070518e+01,2.244696380320846529e+01,-1.835876258912933068e+01
1.000000000000000056e-01,1.500000000000000000e+01,-5.894450581789346666e-01,-7.492519550392928718e-01,3.613333042621224567e-01,6.036728874587008464e-01,2.210451360342465810e-01,8.957021054213405442e-01,1.708831497175844705e+00,1.416873353139613823e+00,4.378601691398837925e-01
1.000000000000000056e-01,1.600000000000000000e+01,2.315739671398154009e-01,3.557110231142439627e-01,8.334700112049603371e-01,1.465482312521037223e+00,7.693728551485673472e-01,1.647692408676789899e+00,1.173446047758663013e+00,-2.452869957073060103e+00,-2.911416213707264777e+00
1.000000000000000056e-01,1.700000000000000000e+01,-1.772074591832741575e-01,-4.851127390970615405e-01,-1.950205659856259821e+00,9.862569237960556734e-01,1.345762892483171047e+00,-5.604312524739769596e-01,1.743014619053427916e-01,2.973959334471659166e-01,1.261011061022457858e+00
1.000000000000000056e-01,1.800000000000000000e+01,-2.989632193085434708e-01,2.004504556802016446e-01,5.248802338953774127e-01,-1.352114772589258607e+00,-8.418935283712563056e-01,2.997254225044761189e-02,4.528061332600680444e+00,-1.554367690579996575e+00,9.407550374147225503e-01
1.000000000000000056e-01,1.900000000000000000e+01,7.476591346575992558e-01,9.049802699812083961e-01,8.996828943193618811e-01,-6.630709417568056985e-01,-3.506337462181886022e-01,1.907267181813231849e+00,-9.506466615993434122e-01,-2.191918118171944041e+00,-1.605073961188263176e+00
1.000000000000000056e-01,2.000000000000000000e+01,1.529371019099556514e-02,3.410669572087078327e-01,1.738881372737129061e+00,1.274632659102298282e+00,-9.556779049696523254e-01,2.050729042119912304e-01,6.000566230752917285e-01,-6.658094800575945493e-01,-2.028780911861211234e+00
1.000000000000000056e-01,2.100000000000000000e+01,-1.259113011736539667e+00,-4.543465355858510024e-02,-9.445920253553347079e-01,-1.587744778413521463e+00,6.395790179002888154e-01,8.737301753116016867e-01,1.619158755295773133e+00,-6.660873672645248877e-01,4.193915530556885374e-01
1.000000000000000056e-01,2.200000000000000000e+01,-1.454345409874833628e+00,-5.138166456747712552e-01,7.715309660472799980e-01,7.322007760530983012e-01,-1.685422143690942676e+00,-2.653144184274028872e-01,1.606913342207845652e+00,4.158843718240796128e-01,-4.032015690561199239e-01
1.000000000000000056e-01,2.300000000000000000e+01,7.472334206528143952e-01,8.089662806362055147e-02,-1.629866284197514781e-01,-7.534413461012774427e-01,-2.000888073598598993e+00,-1.430380718577269672e+00,-1.315783928286367921e+00,-6.605156622896166674e-01,3.356595535457791435e+00
1.000000000000000056e-01,2.400000000000000000e+01,3.661428587833061576e-01,-2.678876228382409130e-01,9.553616010574170758e-01,-1.363755786283232352e+00,-1.018981455865588942e-01,2.403382894068261777e+00,-9.164470493237981685e-01,2.285860779764407713e+00,-2.199249833391095699e+00
1.000000000000000056e-01,2.500000000000000000e+01,7.736305100971395676e-01,4.927589139712442168e-01,-1.058762270947053885e+00,6.746840224901677896e-01,1.600744100516881652e+00,-4.615270281417960252e-01,-4.576141716467447829e-01,-3.370831348298760077e-01,1.597217466780499251e+00
1.000000000000000056e-01,2.600000000000000000e+01,-7.037369149934343815e-01,1.637895528436224268e-01,-1.503319511440537326e+00,7.785884603985618879e-01,4.455585890667115856e-01,3.287165601406666360e-01,3.287182049185414234e-01,-4.398325515620270521e-01,1.089432646150281903e+00
1.000000000000000056e-01,2.700000000000000000e+01,4.517070519203560952e-01,5.570625924454152278e-01,5.653306172586557432e-01,-2.536098089716108395e-01,3.436861506010031181e-02,1.296467698622590481e+00,1.881986443997311298e+00,-3.426301720999182621e+00,-1.689935320778285899e+00
1.000000000000000056e-01,2.800000000000000000e+01,-2.822955116296030020e+00,5.595997246236009692e-01,-6.108696381217145754e-01,-8.277406930918852490e-01,7.156994248392706259e-01,-1.291719904997941093e+00,9.153330618413271225e-01,-3.137686069353065599e-01,1.727265065618066586e-01
1.000000000000000056e-01,2.900000000000000000e+01,-2.871970138778075499e-01,1.622278168449507563e+00,-1.734503781168506675e+00,-1.330243384300978660e+00,8.180507883495530264e-01,1.101116582762802221e+00,2.006810027963830123e-01,-7.824041694458637730e-01,9.123080089347805899e-01
1.000000000000000056e-01,3.000000000000000000e+01,6.053709714751295268e-01,1.409034170649805073e+00,7.369376434345111804e-01,7.403182920034483139e-02,1.354985160566127278e-02,1.995518321990301658e+00,-2.184649883440131224e-01,-2.163665011283276485e+00,-7.559952582931792620e-01
1.000000000000000056e-01,3.100000000000000000e+01,2.657531901950329067e-01,1.787586257884541882e-02,4.283497340554918709e-01,1.742606981265218402e-01,1.294981633751744798e+00,-5.076054162762580479e-02,-1.665524567755018115e+00,1.188827894245673455e+01,-1.146466329906799508e+01
1.000000000000000056e-01,3.200000000000000000e+01,1.130584643287342539e+00,8.391330023613952083e-01,1.563825451416059220e+00,9.318632870610722430e-01,-9.106777127264733540e-01,-1.150487062005702416e-01,-9.246467469486341351e-01,-9.343390052402608115e-01,-1.613965381768999174e+00
1.000000000000000056e-01,3.300000000000000000e+01,-1.277892619233649940e+00,1.015096924265939116e+00,-1.665801299274861424e+00,4.010212413324564795e-01,6.438850340607700229e-01,1.036850130594619279e-01,6.698750542655607099e-01,-5.588562393138866158e-01,6.956318096392446471e-01
1.000000000000000056e-01,3.400000000000000000e+01,1.197532243513746097e+00,-8.207128469826011630e-01,1.430024277709520397e-01,-1.461101349919498471e+00,1.639279365968748792e-01,5.850804292066589252e-01,-1.631656987063906605e+00,1.696011193942009276e+00,4.018144441969767611e-01
1.000000000000000056e-01,3.500000000000000000e+01,7.911641951681170903e-01,4.602861580978020450e-01,3.038986729629191141e-01,8.921370491196257690e-01,7.228525414808754102e-01,8.392740714465954932e-01,-3.309544249142583716e+00,-1.786786616985138743e+00,1.519409271813011664e+00
1.000000000000000056e-01,3.600000000000000000e+01,6.812440502979910661e-01,-3.850407069237315461e-01,-1.609127679347243323e+00,9.588117353149611111e-01,-1.482772143791570851e+00,-5.231260118054071873e-01,9.510942500482962858e-01,-1.070433036772437951e+00,2.428962273289825002e-01
1.000000000000000056e-01,3.700000000000000000e+01,8.809480240610041424e-01,-8.795587015692420962e-01,5.368629774459942050e-01,-8.830993933191069178e-01,-7.294422930728012844e-01,1.202957995848969036e-01,-1.059666977106796359e+00,1.903031627514056856e+00,-5.534718745478763857e-01
1.000000000000000056e-01,3.800000000000000000e+01,-8.590669098785058688e-01,-4.331216882893570985e-01,-1.620073042622429460e+00,1.302095068568109193e+00,9.702702708818131683e-01,-9.539616206522925079e-01,6.167250292166863712e-01,5.490313838888628561e-01,1.122269915970971699e+00
1.000000000000000056e-01,3.900000000000000000e+01,-1.543657925116859619e+00,-1.558255941912015219e+00,1.740477069953515477e-01,9.578564097319373083e-01,-8.082064831074020628e-01,1.540912819460088068e+00,7.507729214697297371e-01,8.464157830320883091e-01,5.877000897904966631e-02
1.000000000000000056e-01,4.000000000000000000e+01,-8.206098873386296066e-01,1.016562515234856301e+00,-2.954580476275693091e+00,1.500675878644760264e+00,3.664528045030377434e-01,-1.528970383381003773e+00,2.141077670676525546e-01,-2.462538976048817829e-01,7.520819245874079684e-01
1.000000000000000056e-01,4.100000000000000000e+01,1.017190859197146580e+00,-8.748768030679743291e-01,1.354705178005505273e+00,-9.977342707801163391e-01,9.032379399942096487e-01,6.903663210740342837e-01,-1.126097614774071554e+00,1.164406833390030815e+00,-1.239474031291136313e+00
1.000000000000000056e-01,4.200000000000000000e+01,-8.729267250080329221e-01,2.828723791243142882e-01,6.724232281955252466e-01,-1.583538214414064837e+00,-1.213396450193406251e+00,-8.156783699372842644e-01,2.185903766893931177e+00,-6.933199627992447933e-01,-6.167402201667829820e-01
1.000000000000000056e-01,4.300000000000000000e+01,-1.016877871914466214e+00,-2.523619304951320585e-01,-9.256622646308581004e-01,5.875527106403026778e-01,2.189412119645637311e-01,-2.198246161809038757e-01,1.245589307735236601e-01,1.003730844479839623e+00,3.675683083152333497e-01
1.000000000000000056e-01,4.400000000000000000e+01,3.119124191918789535e-01,2.409396226664625829e+00,4.219503081309282089e-01,3.680050873801885003e-01,6.510739230535651095e-03,5.572840441282930074e-02,-4.085573706438753311e-02,-1.251560225523426162e+00,-1.054629264529747673e-01
1.000000000000000056e-01,4.500000000000000000e+01,-2.959123922280237559e-02,-1.452775217630825344e-01,2.322143624692746822e-01,1.783730581648431901e+00,-2.304165227173520236e+00,1.316107552075786780e+00,1.935842210550332965e+01,-2.246656925431337015e+01,2.197986522354096195e+01
1.000000000000000056e-01,4.600000000000000000e+01,1.133139144028814993e+00,3.281313056702986342e-01,9.569642747167154129e-01,6.658539822927479479e-01,-1.121884962339575909e+00,-2.986262960489914908e-01,-2.483016301089199906e+00,-3.759831630138678049e-01,-1.394631021916149960e+00
1.000000000000000056e-01,4.700000000000000000e+01,4.604236600543448188e-01,2.631363043996768347e-01,1.279986242292938226e+00,-8.615995072610983796e-02,2.190547344681330166e+00,6.183743708078404122e-01,3.840818427357796903e-03,-6.713593219289055725e-01,-2.915586102926303713e+00
1.000000000000000056e-01,4.800000000000000000e+01,-2.523019717331578815e-01,-1.297732544676060362e+00,-1.433265775583096424e+00,2.072318219267778872e-01,-2.270552105500415863e+00,1.015856874053518100e+00,2.359855346375830387e-01,9.901739345184061847e-01,7.447892059720395697e-01
1.000000000000000056e-01,4.900000000000000000e+01,9.968693357200706373e-01,-1.459537858511281982e-01,1.949233771496483580e-02,1.618183053711591768e+00,1.461662201581028775e+00,-2.232772590594533035e+00,-4.252085794445350508e+00,1.580005917618791056e+00,4.522885751946268407e-01
1.000000000000000056e-01,5.000000000000000000e+01,4.011323420895033243e-01,-1.623935158582698657e+00,7.722267453451784336e-01,1.940820490560522860e+00,-8.936124166228065491e-01,3.701062668847926451e-01,3.503040637841802418e+00,1.398882950849521745e+00,3.138314254029030081e+00
1.000000000000000056e-01,5.100000000000000000e+01,1.026868288537363227e+00,3.125346147698786214e-02,-2.011697800689624227e+00,-1.045677855576241599e+00,-2.377066127130147144e-01,-8.203823618591132849e-01,-5.559880988418272052e-01,-4.157115312355865733e-01,1.370131435312278656e+00
1.000000000000000056e-01,5.200000000000000000e+01,-3.319096447262323557e-01,7.027775101401164681e-01,6.623711936876083284e-01,6.713651781983421829e-01,1.562558385087023272e+00,-9.177945816807064894e-02,1.776928775673023875e+00,-2.339210623150633328e+00,-7.190561395794041744e-01
1.000000000000000056e-01,5.300000000000000000e+01,2.842808912196315707e-01,6.803321929186728623e-02,3.675623821840396377e-01,3.129293011876289832e+00,2.401237221180346493e-01,-6.267591141270018040e-01,3.101865861979249406e+00,-1.210088343237158703e+01,9.938079752171857351e+00
1.000000000000000056e-01,5.400000000000000000e+01,3.671282216207977789e-01,-5.086027853568430013e-01,1.481065484940665478e+00,-3.084899583782136356e-01,8.103098491948500515e-01,-1.422281184126020559e+00,-6.203602386223828757e-01,1.320364199927892557e+00,-2.204380862528261709e+00
1.000000000000000056e-01,5.500000000000000000e+01,1.634932485189654949e+00,3.528469607327360674e-02,-7.991655512002770329e-03,3.150803303048070880e-01,6.017476025463049938e-01,7.200985088656189359e-02,-2.215065861849764506e+00,1.191899073858584401e+00,1.133582203688125345e+00
1.000000000000000056e-01,5.600000000000000000e+01,1.853937123614893823e+00,-1.064994336264878799e-01,-9.446953561287465551e-01,-5.631839093980957056e-01,-5.066142668674402660e-01,1.371174267489374321e+00,-1.164705190167507398e+00,1.453125877673061284e-01,8.425931475028451967e-01
1.000000000000000056e-01,5.700000000000000000e+01,1.891563073313577759e+00,1.140952536786520310e+00,1.249337284297531658e+00,1.443219326615010623e+00,7.473432273105177215e-01,-1.466277737065561304e+00,-1.151357114083084721e+00,-7.057159911840524824e-01,-7.257442536605276384e-01
1.000000000000000056e-01,5.800000000000000000e+01,-4.308061556761567656e-01,1.595900772952417279e+00,-6.706045371411714084e-01,6.606674081125470943e-01,-5.798904516287532729e-02,-1.088509765654362083e+00,6.485883837590959988e-01,-1.053056535579345532e+00,4.141392008483328890e-01
1.000000000000000056e-01,5.900000000000000000e+01,2.371749231887271492e+00,1.628267973568757743e+00,1.258588961153527253e-01,8.908099659184434138e-01,-2.220209237708890837e-02,-5.424241342609792405e-01,-7.789700229850208268e-01,-6.723521801745504511e-01,-8.859978779727947784e-02
1.000000000000000056e-01,6.000000000000000000e+01,1.659530855624018031e+00,2.327408371037408830e-01,2.226377026830672068e-01,-6.017794498587629715e-01,-1.084193969884949121e-01,2.017083518885574855e-01,-2.864750144103884288e+00,5.525030918122138951e-02,-9.235850776096143910e-01
1.000000000000000056e-01,6.100000000000000000e+01,2.092653253025012372e+00,-6.573938851274496731e-01,-2.108907510191364132e+00,1.961057469411429943e-02,4.389919517483998335e-01,-7.919595147461901963e-01,-6.534437449484937765e-01,1.802067896790787438e-01,7.178540685483211226e-01
1.000000000000000056e-01,6.200000000000000000e+01,-6.523507313313217093e-01,2.484026117526378030e+00,6.374942542009950364e-01,1.280849206164499932e-01,-3.118641553687871437e-01,-4.203218050985042531e-01,4.785657137293230501e-01,-9.188510138186830600e-01,-2.086566810246766601e-01
1.000000000000000056e-01,6.300000000000000000e+01,4.238526334571499077e-01,1.435432044895472492e+00,8.797706591484570626e-02,-2.696301694404686367e-01,-1.279321815450875643e-01,-4.037105928424546963e-01,3.090789031923065755e-01,-2.098277080816654649e+00,1.093177104327619636e-01
1.000000000000000056e-01,6.400000000000000000e+01,-3.719678011622972735e-01,-1.736247729628927150e+00,2.473174563227591882e+00,1.014867497118390638e+00,-2.529768988683865238e+00,-4.489617829461465259e-01,1.872907118788604830e-01,5.978478443764000394e-01,-7.280849178425357060e-01
1.000000000000000056e-01,6.500000000000000000e+01,6.566803915121129931e-01,3.542582695820679917e-02,2.535483103086161982e+00,1.633463280621780367e+00,1.277592766590061268e+00,-1.824803221179316370e-02,-3.110150671345101592e-01,6.032741630959621154e-02,-1.381050750083405720e+00
1.000000000000000056e-01,6.600000000000000000e+01,5.745059931325675606e-01,1.549070664853493817e-01,3.271985553808103298e-01,7.468786522845095588e-01,-1.394372188627494902e+00,-2.097499436543050599e+00,-2.322929464144241063e+00,3.303388562397201467e-01,8.148219281027361260e-01
1.000000000000000056e-01,6.700000000000000000e+01,1.158527910530169791e+00,-5.895168222011785142e-01,-1.345066525295982141e+00,-2.877496969067376287e-01,1.676831938656431875e+00,1.173697002736799444e+00,-1.157310983919834335e+00,5.502920313492363213e-01,4.804754294466352937e-01
1.000000000000000056e-01,6.800000000000000000e+01,-1.235911341819567744e-01,1.907962781840556732e-01,6.417704695580428442e-01,7.398234960853229403e-01,7.190885961242361457e-01,-2.057971780460559064e+00,1.358201212202875485e+00,-1.021924381344490484e+00,-3.052195400781995360e+00
1.000000000000000056e-01,6.900000000000000000e+01,2.462582496267480714e+00,5.387937715879606571e-02,-4.378339666123474694e-01,7.809610537995967938e-01,1.369901133126778303e+00,8.420356912140988803e-02,-1.428881274368976717e+00,8.917907375332678743e-02,2.922098806008364136e-01
1.000000000000000056e-01,7.000000000000000000e+01,7.869924449984958548e-01,1.259525975615450877e+00,-2.128881414551701823e-01,-1.530661389509049730e+00,-6.012722212666444799e-01,2.832899310726509357e-01,-1.046835640413380064e+00,-1.977084737664699610e+00,6.159969474858739691e-01
1.000000000000000056e-01,7.100000000000000000e+01,-2.153846934630418708e-01,-6.414115484737140660e-01,-6.398237287364073600e-01,-1.134888699722616634e+00,1.341053459179116558e+00,-1.507512815168096765e+00,5.543670045935955581e-01,1.049449978578445464e+00,1.159201675698743550e+00
1.000000000000000056e-01,7.200000000000000000e+01,-4.629222056928696677e-02,-1.637976648919285072e+00,-1.159273541381520937e-02,1.457150470868493919e+00,1.569230557702355311e+00,-1.254378640892175101e+00,2.338162822018486076e-01,1.535429997493455545e+00,3.760576231985506834e-01
1.000000000000000056e-01,7.300000000000000000e+01,-1.194927822996562972e+00,2.400200261268907176e-01,-1.197402987491197682e-02,1.220581030332087202e+00,-5.939428957363285244e-01,2.528981319172597941e-01,1.478087016933073095e+00,-3.974270862904579205e-01,2.937265890779793831e-01
