# # masses,tags,x,y,z,vx,vy,vz,ax,ay,az
1.000000000000000056e-01,0.000000000000000000e+00,-1.616155777027702412e-01,9.115302709789436797e-01,2.053198347457496187e+00,4.215582285454096134e-02,3.377528206729836224e-01,1.920270144937727297e+00,2.079130878288237838e-01,-7.514802709940631154e-01,-1.525536206593186561e+00
1.000000000000000056e-01,1.000000000000000000e+00,-8.675114017327468785e-01,-6.722491098168664747e-01,1.053263174548868308e+00,-2.394816152526789421e-01,1.561400225948662568e-01,-2.225086283580574864e-01,1.676430674906911999e+00,1.082733956711403156e+00,-1.111385976375155904e+00
1.000000000000000056e-01,2.000000000000000000e+00,-2.211426964758919755e+00,-1.028601986657476930e+00,-1.962634565403373221e+00,1.252070827134134090e+00,-1.288552118704378469e+00,-6.720676296644356729e-01,6.310156035161718080e-01,2.958608909796096587e-01,5.980782696374058460e-01
1.000000000000000056e-01,3.000000000000000000e+00,3.558560363201729304e-01,-2.607435170179709938e-01,8.127995389677175053e-01,8.537867240887452303e-01,4.374332129179257442e-03,-6.097337149282647806e-01,-1.115654905124604968e+00,6.627971925074165327e-01,-1.489694056508357178e+00
1.000000000000000056e-01,4.000000000000000000e+00,1.182235241396594194e+00,-3.483158043784760349e-01,-3.821447615615141125e-01,1.045517342862655186e+00,1.729268181880952993e+00,6.851316681664405550e-01,-1.337951115070732389e+00,1.130084156623521352e+00,1.406827463827860170e+00
1.000000000000000056e-01,5.000000000000000000e+00,-2.466143986806460742e+00,-9.822165325735023877e-01,-4.676587427423206655e-01,-5.358025673897779395e-01,1.381749621596056965e+00,-9.040410032637881121e-01,1.229330278524816134e+00,3.695549035192534082e-01,5.338129347629934351e-02
1.000000000000000056e-01,6.000000000000000000e+00,-1.461143003084145464e-01,1.275262930718418897e+00,8.880003529402639151e-01,-2.404468002167136298e+00,-6.359566959086948579e-02,1.205562706276890106e+00,9.420582034837092777e-01,-1.838303227509719528e+00,-8.322961060701464797e-01
1.000000000000000056e-01,7.000000000000000000e+00,-1.083976908264607936e-01,-6.150851084777803068e-01,1.165594954458281984e+00,-2.468402477167442877e-01,-6.118096059763232508e-02,1.663331058936808882e+00,1.013311187871346775e+00,2.906353912384950000e+00,-1.813180494065593784e+00
1.000000000000000056e-01,8.000000000000000000e+00,9.571197066940009268e-01,1.433307357538911697e+00,-4.733002732264202650e-01,-6.338593473088309505e-02,-5.768245556521052197e-01,-8.773400577345146223e-01,-9.501370940548456989e-01,-1.741530415184144642e+00,1.203907347396761418e+00
1.000000000000000056e-01,9.000000000000000000e+00,-1.069928960669586759e+00,1.351544888346188356e-01,-9.187678690713424468e-01,-1.375416989291526448e+00,-9.196702292353756136e-02,-1.032834490440503350e+00,6.930829173886949857e-01,-9.147053821303702259e-01,6.250256064020742741e-01
