# # masses,tags,x,y,z,vx,vy,vz,ax,ay,az
1.000000000000000056e-01,0.000000000000000000e+00,-1.411702559689332614e-01,9.848179306702745661e-01,2.569569442701352457e+00,9.333584800044675278e-02,1.574169519472445877e-01,1.530813629422895783e+00,1.544853195892027797e-01,-4.934304491829816230e-01,-1.103180193002807563e+00
1.000000000000000056e-01,1.000000000000000000e+00,-8.684002207956068586e-01,-5.793065794113442246e-01,9.427493466234134756e-01,2.419624914649212977e-01,4.707076051016657603e-01,-5.125692374758369363e-01,1.535331429954143845e+00,1.014122042535281487e+00,-8.795887668107467139e-01
1.000000000000000056e-01,2.000000000000000000e+00,-1.810021991532708707e+00,-1.400687500826884424e+00,-2.138282669652297407e+00,1.424314103106522511e+00,-1.184744963967631515e+00,-4.929140736876317375e-01,5.220003782914948154e-01,3.692497208005560694e-01,6.030537994445952510e-01
1.000000000000000056e-01,3.000000000000000000e+00,4.979572356507405151e-01,-2.565030371292938427e-01,5.701335371138930297e-01,-2.809051188241910024e-01,-1.099522774691801541e-01,-1.370376416691605037e+00,-1.538182764095418431e+00,-5.021161020776669925e-01,-9.854035464545555456e+00
1.000000000000000056e-01,4.000000000000000000e+00,1.432173157920288098e+00,1.993708742944326484e-01,-8.536085476544516548e-02,5.932222235641386732e-01,1.786755804393187708e+00,1.380619680288640128e+00,-1.874802905803488073e+00,-1.251413212831397725e+00,2.088397620127712795e+00
1.000000000000000056e-01,5.000000000000000000e+00,-2.579404699073816420e+00,-5.551440197814967448e-01,-7.312094421823105428e-01,-2.240815097977418846e-01,1.464568605911403143e+00,-8.429086205726382675e-01,9.324081873336746984e-01,2.527146687133542957e-01,2.570239068944679128e-01
1.000000000000000056e-01,6.000000000000000000e+00,-8.262026054651228080e-01,1.187347857201874746e+00,1.215150226864147420e+00,-2.117656420667298534e+00,-5.040210949613134206e-01,9.694092798136646483e-01,9.784926470234727169e-01,-1.149560819464980010e+00,-7.865251001827884281e-01
1.000000000000000056e-01,7.000000000000000000e+00,-1.526526237702666156e-01,-5.542959226872480327e-01,1.572260906935560643e+00,-6.078051669412327940e-02,4.225783042021035718e-01,1.066246318946001859e+00,6.036747863953750848e-01,1.444821790044877874e+00,-1.758553450661196615e+00
1.000000000000000056e-01,8.000000000000000000e+00,9.017379247941909037e-01,1.195660185742294601e+00,-6.738959061035431075e-01,-3.087543759134838139e-01,-9.886597004193256044e-01,-4.263117012241136594e-01,-8.338670455054034703e-01,-1.123935125331495088e+00,1.606990355252298608e+00
1.000000000000000056e-01,9.000000000000000000e+00,-1.438053209340302230e+00,6.968507594500643332e-02,-1.199713873148958498e+00,-1.027180517620700728e+00,-3.222943201772823785e-01,-8.281140383251723858e-01,1.437500785402456405e+00,-4.500666861437320199e-01,7.375669462430183287e-01
1.000000000000000056e-01,1.000000000000000000e+01,-1.717420320177480142e-01,-1.018693740002300174e+00,7.209604976252814712e-01,-9.556521467249968760e-01,-1.838738073327055578e-01,-5.101966728266038587e-01,7.861243473656995828e-01,1.551240279341926209e+00,-6.903541808049742379e-01
1.000000000000000056e-01,1.100000000000000000e+01,2.441734240785932986e-01,-1.636203075676026630e+00,6.906739926345929481e-01,1.407301988551138416e+00,-1.736924054869694312e-01,9.855297421769756427e-01,-1.040576910040048375e+00,2.579831784401784844e+00,-2.371539725730107961e-01
1.000000000000000056e-01,1.200000000000000000e+01,6.226127296597420147e-01,4.153968783966428546e-01,1.007163031090223537e+00,1.237938298068037124e+00,-1.095930137956321104e+00,1.589558065515894736e+00,-8.754113247885161320e-01,-8.351377424991325293e-01,-3.764400821648403284e+00
1.000000000000000056e-01,1.300000000000000000e+01,3.808447900173759226e-01,1.103726967458820152e+00,-4.201840750982746564e-01,4.302288064321290184e-01,-7.048968953463773390e-01,1.017497720218219631e-01,2.748988758773698859e-01,-1.636206017089951281e+00,1.583657917292822681e+00
1.000000000000000056e-01,1.400000000000000000e+01,1.246580372673496313e-02,-1.616384417482164271e-01,3.378958068766249601e-01,-1.192285375569759470e-01,-3.818213058503483470e-01,-7.361402292263959923e-01,2.018325558517013008e+00,4.628096678872438474e+00,6.203314340457196652e-01
1.000000000000000056e-01,1.500000000000000000e+01,-6.756602028952345407e-01,-7.632231231264240412e-01,1.907953089535907587e-01,2.813019111818621520e-01,-6.555287848863865230e-02,8.135577963355429265e-01,1.502583704388799513e+00,1.381252807202133726e+00,4.491966750921719820e-01
1.000000000000000056e-01,1.600000000000000000e+01,-5.036963091564890943e-02,1.622482777733580128e-01,4.486748597972873842e-01,1.385232983317580491e+00,9.578895728324152703e-01,2.082042887888605698e+00,2.414190063987866619e+00,-2.367406612902219543e+00,-3.687045013946763650e-01
1.000000000000000056e-01,1.700000000000000000e+01,-3.701701830164313978e-01,-7.493348006016402607e-01,-1.809508470580698747e+00,9.288027003344397903e-01,1.316035909637098600e+00,-8.736840100215231830e-01,1.416381767046227758e+00,1.159597518424836243e-01,3.418637583067442254e+00
1.000000000000000056e-01,1.800000000000000000e+01,5.093153651570825335e-02,3.039886456107693813e-01,5.305342762336312523e-01,-2.015653963743416099e+00,8.829743206926872479e-03,2.608116323237758341e-02,3.834530697270855937e-01,-3.404656134029438785e+00,-1.795115382574281382e+00
1.000000000000000056e-01,1.900000000000000000e+01,8.551446790532385434e-01,9.208999066000926881e-01,4.858862184143746266e-01,-3.951461843442790056e-01,2.205447070050415848e-01,2.188617715241469419e+00,-1.761180301605896892e+00,-3.677097377042503279e+00,-4.942863192649465387e-01
1.000000000000000056e-01,2.000000000000000000e+01,-2.276869958118523662e-01,5.170722166299610567e-01,1.657287719979771090e+00,1.162210793480178417e+00,-8.064745548150874521e-01,5.847142630741012370e-01,5.753875733678389670e-01,-8.330373193758278116e-01,-1.807778389315245260e+00
1.000000000000000056e-01,2.100000000000000000e+01,-9.167385876454002824e-01,-1.991386920877105671e-01,-1.094434511065105697e+00,-1.733760280416306365e+00,8.568522085046305081e-01,6.041895655724054404e-01,-2.248970717835639954e-01,1.031617798832214911e-02,9.635548489219357693e-01
1.000000000000000056e-01,2.200000000000000000e+01,-1.567304272685486000e+00,-1.700251584899356294e-01,8.165381618135403308e-01,4.155118590961121572e-01,-1.741302224968502399e+00,-1.905691830986539770e-01,1.542549870133464340e+00,1.674290996331342374e-01,-3.392271853845915119e-01
1.000000000000000056e-01,2.300000000000000000e+01,8.488736395906099075e-01,4.683642284843609893e-01,1.862608476161836668e-01,-1.761329078583804275e-01,-1.826282287868600251e+00,-1.948533950804176573e+00,-3.573022678859736789e+00,-1.422025706569210790e+00,7.940311298953061092e-01
1.000000000000000056e-01,2.400000000000000000e+01,5.932051454408635571e-01,-2.087847143819980544e-01,4.067403155171081530e-01,-5.578207296715238517e-01,-1.859031651190446721e-01,3.081138189767719471e+00,-7.017879372962759099e+00,-1.500509977772257919e+00,2.643497616447831877e+00
1.000000000000000056e-01,2.500000000000000000e+01,6.299758013220819741e-01,1.667571685502328982e-01,-9.343579180561174535e-01,7.545915672218845849e-01,1.647924538131005923e+00,-7.616222870049599303e-01,-3.607055271074534608e-01,-4.587529462234950922e-02,1.419604583699380917e+00
1.000000000000000056e-01,2.600000000000000000e+01,-8.534454423509193477e-01,6.550591513080791795e-02,-1.544255897250084608e+00,7.226973465495838411e-01,5.335037307274774765e-01,8.154294722160966569e-02,3.177528759744779885e-01,-4.526027217610801845e-01,1.420751447878172424e+00
1.000000000000000056e-01,2.700000000000000000e+01,5.342918640456748580e-01,4.669284258430597134e-01,2.850092862437131336e-01,-4.938173895067772823e-01,8.319428665904929909e-01,1.460837886636060734e+00,2.090383501910085262e-01,-3.227619194415452863e+00,-8.877286086097248008e-01
1.000000000000000056e-01,2.800000000000000000e+01,-2.637096004048686826e+00,4.102496139530776853e-01,-3.487014098797974193e-01,-1.027176767220914222e+00,7.726639860021310424e-01,-1.329126954319085785e+00,1.107773291585431918e+00,-2.421744249434799601e-01,2.027383336369624756e-01
1.000000000000000056e-01,2.900000000000000000e+01,-1.799301783691796552e-02,1.443304927824835771e+00,-1.935104713641905505e+00,-1.355438978493898494e+00,9.594213485421594356e-01,9.126922119719476090e-01,5.121411335936143505e-02,-6.304079401517547199e-01,9.614033180629094621e-01
1.000000000000000056e-01,3.000000000000000000e+01,5.839449444083388840e-01,1.360049545817068717e+00,3.184355536406213161e-01,1.725778383057162690e-01,4.433282264708973130e-01,2.229629073928645511e+00,-2.487726546798377569e+00,-1.024428902231890648e+00,-3.176727900696863838e+00
